Home,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
1,0,103,118,35,95,0.368,9,35,0.257,24,32,0.75,14,54,18,5,3,14,19,44,100,0.44,14,34,0.41200000000000003,16,16,1.0,10,53,31,6,7,11,25
1,1,104,98,35,83,0.42200000000000004,13,33,0.39399999999999996,21,25,0.84,10,47,26,3,5,16,18,38,89,0.42700000000000005,6,33,0.182,16,19,0.8420000000000001,8,43,25,9,4,11,21
1,0,98,110,37,85,0.435,10,33,0.303,14,21,0.667,12,45,16,4,4,13,18,41,85,0.48200000000000004,17,39,0.436,11,18,0.611,10,42,30,8,5,11,22
0,0,98,114,42,85,0.494,4,18,0.222,10,14,0.7140000000000001,8,41,23,4,2,17,22,42,88,0.47700000000000004,16,35,0.457,14,23,0.609,13,47,28,9,4,18,19
0,0,94,123,36,94,0.38299999999999995,7,22,0.318,15,20,0.75,13,42,20,11,3,13,22,42,80,0.525,17,38,0.447,22,23,0.9570000000000001,6,47,31,10,7,18,18
1,1,110,87,42,95,0.442,9,29,0.31,17,22,0.773,22,57,26,9,0,9,20,28,73,0.384,8,24,0.33299999999999996,23,28,0.821,6,35,16,7,3,13,20
0,0,106,115,40,92,0.435,12,29,0.414,14,24,0.583,13,43,22,10,1,14,17,44,86,0.512,13,36,0.361,14,19,0.737,7,45,34,8,3,16,23
0,0,96,105,37,89,0.41600000000000004,7,24,0.292,15,21,0.7140000000000001,17,46,18,8,2,18,23,37,82,0.451,12,29,0.414,19,28,0.679,15,45,19,11,5,13,20
0,0,90,112,34,87,0.391,12,34,0.353,10,15,0.667,8,40,17,9,6,11,22,43,88,0.489,12,33,0.364,14,17,0.8240000000000001,11,53,29,8,2,14,18
1,0,119,121,44,90,0.489,13,26,0.5,18,23,0.7829999999999999,9,51,27,2,7,16,23,45,101,0.446,12,40,0.3,19,21,0.905,11,47,33,9,7,9,20
1,1,99,83,38,81,0.469,9,27,0.33299999999999996,14,18,0.778,11,50,22,8,9,16,13,33,93,0.355,9,31,0.29,8,10,0.8,10,42,19,11,0,13,19
0,0,79,110,30,80,0.375,5,25,0.2,14,19,0.737,8,32,14,14,4,17,23,42,76,0.5529999999999999,13,34,0.382,13,23,0.565,11,52,29,10,5,22,22
0,0,113,120,44,92,0.478,14,27,0.519,11,17,0.647,9,41,30,8,4,11,20,43,85,0.506,12,28,0.429,22,28,0.7859999999999999,10,45,26,7,8,15,15
0,0,87,100,31,80,0.38799999999999996,10,25,0.4,15,20,0.75,8,43,17,6,2,12,16,38,87,0.43700000000000006,8,31,0.258,16,18,0.889,9,49,23,8,8,11,17
0,1,106,90,37,79,0.46799999999999997,14,29,0.483,18,22,0.818,6,44,17,6,5,9,11,40,88,0.455,6,23,0.261,4,9,0.444,8,39,23,7,3,13,21
1,1,117,95,43,87,0.494,16,42,0.381,15,18,0.833,12,49,33,6,7,13,11,39,97,0.402,11,35,0.314,6,9,0.667,14,44,27,10,1,12,20
1,1,112,106,44,100,0.44,13,33,0.39399999999999996,11,15,0.733,10,50,21,4,2,7,26,40,85,0.47100000000000003,6,23,0.261,20,25,0.8,6,47,29,3,7,10,20
1,1,103,92,41,84,0.488,6,21,0.28600000000000003,15,20,0.75,10,44,26,9,3,16,14,37,89,0.41600000000000004,6,32,0.188,12,15,0.8,12,43,28,9,6,15,19
0,1,115,109,44,85,0.518,10,24,0.41700000000000004,17,22,0.773,10,43,24,8,5,9,15,43,91,0.473,13,29,0.44799999999999995,10,12,0.833,9,40,31,4,1,14,18
0,1,108,96,38,84,0.452,7,19,0.368,25,32,0.7809999999999999,10,53,17,9,3,9,16,37,87,0.425,12,43,0.27899999999999997,10,15,0.667,6,40,23,5,5,12,22
1,0,108,115,39,88,0.44299999999999995,16,36,0.444,14,23,0.609,9,42,30,4,5,17,19,44,89,0.494,13,30,0.433,14,19,0.737,7,44,32,11,3,13,17
1,1,113,106,46,92,0.5,12,30,0.4,9,17,0.529,6,49,24,6,4,11,19,40,92,0.435,13,39,0.33299999999999996,13,18,0.722,10,46,26,7,5,12,20
0,0,117,130,38,93,0.409,23,47,0.489,18,23,0.7829999999999999,14,38,30,10,0,12,18,48,83,0.578,16,33,0.485,18,24,0.75,8,43,36,11,4,12,18
1,0,98,108,35,78,0.449,9,30,0.3,19,25,0.76,4,33,22,7,2,3,11,46,87,0.529,12,39,0.308,4,4,1.0,8,48,27,3,5,9,17
0,1,119,87,47,89,0.528,15,35,0.429,10,10,1.0,7,47,27,12,4,11,21,32,86,0.37200000000000005,11,34,0.324,12,18,0.667,12,40,21,8,1,18,15
1,0,121,122,43,80,0.5379999999999999,16,30,0.5329999999999999,19,21,0.905,6,41,34,5,9,17,25,47,97,0.485,15,41,0.366,13,19,0.684,10,43,28,9,5,12,16
0,1,128,120,47,91,0.516,18,40,0.45,16,20,0.8,10,49,29,6,8,18,23,45,98,0.45899999999999996,16,36,0.444,14,22,0.636,16,51,26,8,4,17,19
0,0,101,111,33,84,0.39299999999999996,12,38,0.316,23,27,0.852,12,46,20,10,7,17,28,36,77,0.46799999999999997,10,27,0.37,29,37,0.784,6,40,20,8,4,14,25
0,1,133,103,48,86,0.5579999999999999,15,39,0.385,22,26,0.846,10,50,33,6,8,16,23,38,96,0.396,9,29,0.31,18,30,0.6,14,42,21,11,0,12,20
1,1,117,112,43,77,0.5579999999999999,12,26,0.462,19,22,0.8640000000000001,6,37,32,10,7,17,15,43,94,0.457,8,34,0.235,18,19,0.9470000000000001,17,42,30,10,6,16,16
1,1,97,80,32,87,0.368,11,32,0.344,22,24,0.917,13,51,20,12,10,14,21,30,83,0.361,8,26,0.308,12,17,0.706,7,44,19,10,6,20,20
1,1,110,100,44,88,0.5,8,23,0.348,14,16,0.875,12,50,35,4,5,16,21,37,88,0.42,10,32,0.313,16,18,0.889,4,35,26,10,3,11,18
0,0,88,92,33,82,0.402,10,32,0.313,12,19,0.632,7,47,22,9,10,15,24,26,79,0.32899999999999996,7,32,0.21899999999999997,33,38,0.868,7,52,15,8,5,15,15
0,1,124,116,50,91,0.5489999999999999,7,23,0.304,17,20,0.85,11,48,25,5,6,12,18,47,97,0.485,10,29,0.345,12,16,0.75,11,40,28,8,5,11,22
0,0,91,108,33,80,0.413,10,31,0.32299999999999995,15,18,0.833,7,39,22,11,8,22,20,41,90,0.456,8,25,0.32,18,26,0.6920000000000001,13,50,16,15,5,16,21
1,1,110,95,39,94,0.415,10,33,0.303,22,27,0.815,11,44,30,11,6,9,24,34,84,0.405,11,31,0.355,16,23,0.696,9,45,24,2,9,17,24
1,0,106,110,40,80,0.5,16,37,0.43200000000000005,10,14,0.7140000000000001,9,36,31,9,6,14,15,42,79,0.532,9,17,0.529,17,21,0.81,11,36,27,7,6,13,15
0,1,127,123,47,94,0.5,12,30,0.4,21,28,0.75,12,49,30,10,4,22,19,47,95,0.495,9,24,0.375,20,25,0.8,7,34,30,12,5,17,23
0,1,123,95,47,84,0.56,11,30,0.36700000000000005,18,24,0.75,7,41,32,4,4,9,14,33,81,0.40700000000000003,14,37,0.37799999999999995,15,17,0.882,5,28,17,5,4,11,15
1,1,111,104,44,80,0.55,10,20,0.5,13,17,0.765,6,42,26,5,9,14,16,37,88,0.42,7,28,0.25,23,25,0.92,12,39,14,11,2,9,18
1,1,97,84,34,74,0.45899999999999996,7,21,0.33299999999999996,22,25,0.88,14,44,26,9,8,16,19,28,84,0.33299999999999996,12,31,0.387,16,19,0.8420000000000001,15,41,20,10,6,16,23
1,0,81,96,32,84,0.381,3,27,0.111,14,17,0.8240000000000001,11,38,25,14,8,16,14,38,82,0.46299999999999997,7,28,0.25,13,15,0.867,10,45,25,10,4,18,14
1,1,99,92,38,82,0.46299999999999997,10,37,0.27,13,17,0.765,10,47,28,7,7,15,18,28,88,0.318,15,36,0.41700000000000004,21,25,0.84,19,50,12,8,0,14,19
1,0,100,111,40,87,0.46,8,22,0.364,12,13,0.9229999999999999,8,43,32,6,5,17,25,41,89,0.461,6,20,0.3,23,34,0.6759999999999999,13,47,27,12,6,10,10
0,1,124,114,48,87,0.552,13,30,0.433,15,20,0.75,6,45,35,6,6,12,18,42,89,0.47200000000000003,17,50,0.34,13,22,0.591,6,38,20,7,3,10,17
0,1,121,105,39,94,0.415,13,39,0.33299999999999996,30,37,0.8109999999999999,14,54,31,13,10,16,25,39,91,0.429,3,11,0.273,24,30,0.8,10,45,19,10,7,18,25
1,1,124,114,48,85,0.565,13,30,0.433,15,21,0.7140000000000001,10,43,33,7,10,16,15,47,95,0.495,8,19,0.42100000000000004,12,16,0.75,13,39,30,8,3,11,16
1,0,106,125,38,79,0.48100000000000004,8,23,0.348,22,26,0.846,4,33,26,9,6,16,21,46,94,0.489,11,24,0.45799999999999996,22,28,0.7859999999999999,11,46,24,9,3,14,19
0,1,108,94,44,79,0.557,5,15,0.33299999999999996,15,18,0.833,10,43,28,7,3,11,13,36,85,0.424,11,28,0.39299999999999996,11,12,0.917,8,33,21,9,6,12,20
0,1,127,125,47,81,0.58,9,24,0.375,24,28,0.857,3,30,28,4,3,6,20,45,93,0.484,8,25,0.32,27,32,0.8440000000000001,14,44,22,3,2,10,23
0,1,118,108,41,85,0.48200000000000004,12,32,0.375,24,30,0.8,13,48,33,8,6,16,23,43,94,0.457,7,28,0.25,15,22,0.682,12,43,26,9,5,15,22
0,1,119,112,42,84,0.5,13,33,0.39399999999999996,22,25,0.88,5,49,24,5,3,15,16,45,106,0.425,10,39,0.256,12,13,0.9229999999999999,14,49,24,10,2,11,19
0,0,108,116,40,82,0.488,17,36,0.47200000000000003,11,15,0.733,4,33,31,8,10,19,24,41,87,0.47100000000000003,14,37,0.37799999999999995,20,29,0.69,12,46,19,14,3,15,18
1,1,109,105,38,84,0.452,10,27,0.37,23,26,0.885,10,43,19,9,9,11,17,37,85,0.435,14,28,0.5,17,24,0.708,11,45,17,6,2,14,23
0,0,99,129,39,85,0.45899999999999996,5,25,0.2,16,21,0.762,11,37,27,10,7,19,16,53,91,0.5820000000000001,14,28,0.5,9,14,0.643,7,42,25,16,3,11,22
0,0,108,115,43,86,0.5,8,31,0.258,14,23,0.609,11,42,28,9,10,13,23,39,91,0.429,12,29,0.414,25,29,0.862,16,48,28,7,0,15,17
1,1,122,105,48,85,0.565,12,27,0.444,14,15,0.9329999999999999,11,44,35,5,6,16,18,43,94,0.457,5,27,0.185,14,19,0.737,11,34,30,8,5,10,13
0,0,117,123,43,90,0.478,13,37,0.35100000000000003,18,19,0.9470000000000001,8,41,24,8,7,16,24,45,93,0.484,12,33,0.364,21,24,0.875,13,49,20,9,0,13,18
0,1,125,111,44,85,0.518,15,31,0.484,22,26,0.846,8,43,31,8,5,12,13,47,96,0.49,10,25,0.4,7,9,0.778,10,39,28,7,3,14,18
0,1,109,101,37,72,0.514,10,24,0.41700000000000004,25,30,0.833,3,36,24,10,8,14,21,36,90,0.4,11,32,0.344,18,21,0.857,18,51,25,6,4,16,24
0,1,114,109,42,79,0.532,11,31,0.355,19,22,0.8640000000000001,2,35,33,12,5,18,20,38,86,0.442,15,35,0.429,18,20,0.9,3,35,21,10,2,19,21
1,1,114,101,47,83,0.5660000000000001,11,23,0.478,9,11,0.818,5,41,30,8,7,17,18,36,85,0.424,9,34,0.265,20,25,0.8,10,38,24,7,1,12,18
0,0,108,125,38,78,0.48700000000000004,12,28,0.429,20,24,0.833,6,33,20,5,3,10,20,44,89,0.494,16,39,0.41,21,27,0.778,14,46,21,4,2,11,17
0,0,103,109,37,91,0.40700000000000003,10,36,0.278,19,21,0.905,12,50,22,6,7,13,17,44,95,0.46299999999999997,6,20,0.3,15,21,0.7140000000000001,13,50,27,7,3,9,15
1,1,117,106,44,81,0.5429999999999999,6,20,0.3,23,28,0.821,11,50,25,8,6,21,24,38,84,0.452,12,38,0.316,18,28,0.643,7,35,24,11,8,14,19
1,0,93,98,34,81,0.42,12,26,0.462,13,18,0.722,9,40,21,10,5,11,21,36,83,0.434,14,31,0.452,12,17,0.706,11,47,25,7,4,13,16
0,1,124,109,50,95,0.526,13,31,0.419,11,14,0.7859999999999999,9,43,29,8,9,13,21,39,82,0.47600000000000003,11,24,0.45799999999999996,20,29,0.69,9,42,22,8,5,19,19
0,0,75,89,30,74,0.405,3,19,0.158,12,16,0.75,2,36,17,7,9,15,24,33,82,0.402,8,23,0.348,15,21,0.7140000000000001,11,48,21,6,5,14,20
1,1,106,94,42,93,0.452,12,30,0.4,10,11,0.909,10,46,28,8,6,7,17,37,84,0.44,11,32,0.344,9,20,0.45,5,44,24,5,5,11,14
1,0,91,110,38,91,0.418,6,15,0.4,9,10,0.9,14,41,24,9,7,11,19,42,87,0.483,12,28,0.429,14,18,0.778,11,47,27,6,8,14,16
1,0,81,92,35,86,0.40700000000000003,5,17,0.294,6,9,0.667,17,51,21,4,9,16,17,39,81,0.48100000000000004,6,21,0.28600000000000003,8,12,0.667,8,38,22,10,2,10,14
1,0,107,116,41,75,0.547,10,20,0.5,15,15,1.0,2,31,26,10,7,18,19,48,87,0.552,11,20,0.55,9,10,0.9,7,36,30,16,3,15,17
0,1,112,96,41,83,0.494,9,26,0.34600000000000003,21,28,0.75,6,42,28,9,6,10,18,36,87,0.414,8,28,0.28600000000000003,16,19,0.8420000000000001,11,47,27,5,6,15,23
1,1,117,107,48,89,0.539,13,28,0.46399999999999997,8,9,0.889,7,45,31,10,7,14,14,41,90,0.456,11,31,0.355,14,16,0.875,9,42,26,8,4,15,12
0,1,111,107,41,83,0.494,8,29,0.276,21,24,0.875,6,40,27,9,5,13,25,35,93,0.376,9,38,0.237,28,37,0.757,22,58,13,8,3,16,20
0,0,106,126,37,83,0.446,9,29,0.31,23,24,0.958,13,39,29,6,5,16,14,50,93,0.5379999999999999,15,29,0.517,11,15,0.733,13,47,32,11,3,12,24
1,0,120,126,49,90,0.544,15,33,0.455,7,11,0.636,8,42,31,3,0,17,21,49,87,0.563,11,27,0.40700000000000003,17,22,0.773,4,34,39,15,6,8,16
0,1,117,100,47,90,0.522,13,32,0.406,10,15,0.667,5,41,27,9,7,11,15,39,92,0.424,10,35,0.28600000000000003,12,16,0.75,8,44,24,4,0,13,16
0,0,79,119,30,86,0.349,5,19,0.263,14,16,0.875,9,39,14,7,3,15,18,48,90,0.5329999999999999,13,35,0.371,10,13,0.769,12,54,25,10,6,15,20
0,1,122,121,47,97,0.485,15,41,0.366,13,19,0.684,10,43,28,9,5,12,16,43,80,0.5379999999999999,16,30,0.5329999999999999,19,21,0.905,6,41,34,5,9,17,25
0,1,105,100,33,83,0.39799999999999996,12,45,0.267,27,29,0.9309999999999999,12,44,19,7,3,14,14,42,88,0.47700000000000004,8,23,0.348,8,10,0.8,9,42,19,5,4,17,20
1,1,107,91,39,82,0.47600000000000003,11,47,0.23399999999999999,18,22,0.818,8,54,17,12,4,13,24,31,84,0.369,13,31,0.419,16,21,0.762,8,41,19,6,0,14,19
1,0,90,98,32,77,0.41600000000000004,9,38,0.237,17,23,0.7390000000000001,9,39,25,5,2,16,31,29,68,0.426,6,19,0.316,34,37,0.919,3,38,16,5,2,12,21
0,1,109,93,38,85,0.447,22,57,0.386,11,13,0.846,7,51,21,5,6,15,26,33,88,0.375,11,29,0.379,16,28,0.5710000000000001,11,44,16,6,5,9,14
0,0,89,103,29,77,0.377,14,38,0.368,17,21,0.81,8,43,18,4,3,17,23,40,85,0.47100000000000003,14,33,0.424,9,12,0.75,6,42,26,10,6,9,20
1,0,107,115,33,83,0.39799999999999996,13,47,0.27699999999999997,28,38,0.737,10,35,17,12,3,15,23,44,80,0.55,10,24,0.41700000000000004,17,24,0.708,7,48,27,10,4,19,31
0,1,119,97,42,88,0.47700000000000004,19,52,0.365,16,21,0.762,9,46,21,6,4,14,20,39,90,0.433,8,26,0.308,11,13,0.846,6,42,23,8,1,19,18
0,1,119,104,42,89,0.47200000000000003,16,47,0.34,19,23,0.826,9,44,28,14,4,12,16,39,81,0.48100000000000004,11,33,0.33299999999999996,15,18,0.833,5,41,16,8,8,18,16
1,1,117,113,36,77,0.46799999999999997,16,46,0.348,29,36,0.8059999999999999,17,45,21,11,5,22,27,45,81,0.556,12,27,0.444,11,14,0.7859999999999999,4,26,24,9,1,18,30
1,1,111,96,37,83,0.446,16,45,0.35600000000000004,21,28,0.75,11,46,18,14,4,15,19,38,79,0.48100000000000004,6,20,0.3,14,18,0.778,5,41,23,9,5,19,20
0,1,118,95,43,90,0.478,17,47,0.36200000000000004,15,18,0.833,10,47,24,10,5,13,20,37,83,0.446,8,22,0.364,13,21,0.619,7,41,18,5,7,13,15
1,0,113,129,33,79,0.418,12,39,0.308,35,41,0.8540000000000001,14,48,21,4,4,19,27,41,78,0.526,14,30,0.467,33,42,0.7859999999999999,5,36,28,11,4,12,30
0,1,105,83,35,78,0.449,18,43,0.419,17,21,0.81,9,45,21,8,9,16,24,31,86,0.36,7,27,0.259,14,19,0.737,15,48,18,6,7,12,18
1,1,125,95,45,82,0.5489999999999999,18,41,0.439,17,23,0.7390000000000001,8,46,30,13,4,18,22,35,87,0.402,10,33,0.303,15,23,0.652,15,43,19,11,5,19,14
1,1,117,102,41,94,0.436,18,47,0.38299999999999995,17,22,0.773,9,42,30,12,6,7,15,42,85,0.494,4,17,0.235,14,19,0.737,6,40,29,4,3,18,20
1,1,117,103,42,86,0.488,20,50,0.4,13,20,0.65,8,42,31,8,4,15,19,40,86,0.465,10,39,0.256,13,17,0.765,6,43,24,5,4,13,19
1,1,118,97,42,86,0.488,18,40,0.45,16,21,0.762,10,49,26,9,0,15,10,42,88,0.47700000000000004,7,28,0.25,6,6,1.0,6,36,18,9,7,14,17
0,1,118,95,45,90,0.5,14,37,0.37799999999999995,14,17,0.8240000000000001,7,43,17,10,4,16,23,32,84,0.381,9,28,0.321,22,30,0.733,11,45,16,9,6,20,22
0,1,112,101,38,81,0.469,18,42,0.429,18,24,0.75,8,46,22,10,5,17,25,34,77,0.442,11,30,0.36700000000000005,22,27,0.815,4,32,17,10,5,13,21
0,1,124,117,40,75,0.5329999999999999,10,25,0.4,34,42,0.81,7,35,14,13,2,12,17,45,88,0.511,18,41,0.439,9,12,0.75,7,33,19,4,5,15,28
1,1,130,123,48,88,0.545,17,45,0.37799999999999995,17,25,0.68,4,36,30,12,7,9,15,49,85,0.5760000000000001,18,33,0.545,7,13,0.5379999999999999,6,41,32,6,2,18,19
1,1,108,96,39,88,0.44299999999999995,17,45,0.37799999999999995,13,19,0.684,6,45,24,7,5,10,18,36,87,0.414,4,21,0.19,20,27,0.741,12,56,14,4,5,12,15
1,1,115,111,35,76,0.461,11,35,0.314,34,42,0.81,4,38,16,7,4,15,23,38,82,0.46299999999999997,8,27,0.29600000000000004,27,33,0.818,8,40,17,12,7,14,34
1,1,120,99,40,77,0.519,17,43,0.395,23,27,0.852,12,52,25,5,7,14,13,42,91,0.462,8,27,0.29600000000000004,7,8,0.875,5,32,17,12,1,6,22
1,0,116,122,37,90,0.41100000000000003,17,42,0.405,25,32,0.7809999999999999,12,47,19,7,5,14,30,40,85,0.47100000000000003,15,35,0.429,27,43,0.628,10,47,27,8,5,10,25
1,0,118,128,36,78,0.462,17,40,0.425,29,35,0.8290000000000001,9,43,16,4,4,17,26,43,91,0.473,18,42,0.429,24,31,0.774,9,38,24,8,5,8,25
0,0,107,112,35,81,0.43200000000000005,12,37,0.324,25,31,0.8059999999999999,12,38,23,11,4,13,20,43,79,0.544,8,18,0.444,18,23,0.7829999999999999,9,40,21,9,10,14,20
0,0,98,99,30,80,0.375,14,43,0.326,24,31,0.774,7,43,16,9,3,16,23,37,82,0.451,8,29,0.276,17,24,0.708,10,44,18,9,8,16,22
0,0,103,121,38,89,0.42700000000000005,14,48,0.292,13,16,0.813,8,35,15,11,2,14,13,47,88,0.534,18,36,0.5,9,12,0.75,10,45,23,12,5,16,15
0,1,116,98,42,89,0.47200000000000003,15,34,0.441,17,21,0.81,9,51,25,6,3,15,19,35,91,0.385,6,31,0.19399999999999998,22,25,0.88,9,48,16,7,3,12,19
1,0,114,124,42,89,0.47200000000000003,17,50,0.34,13,22,0.591,6,38,20,7,3,10,17,48,87,0.552,13,30,0.433,15,20,0.75,6,45,35,6,6,12,18
0,0,101,108,38,90,0.42200000000000004,15,47,0.319,10,11,0.909,12,42,29,5,4,13,20,38,75,0.507,12,25,0.48,20,27,0.741,5,35,21,8,4,11,15
0,1,116,107,39,86,0.45299999999999996,20,54,0.37,18,24,0.75,11,51,28,6,6,16,14,40,86,0.465,12,28,0.429,15,18,0.833,3,37,26,6,5,11,17
1,1,121,112,45,100,0.45,12,38,0.316,19,25,0.76,17,49,25,7,5,13,30,40,83,0.48200000000000004,9,26,0.34600000000000003,23,32,0.7190000000000001,6,40,21,5,6,12,26
0,1,112,95,39,94,0.415,15,47,0.319,19,22,0.8640000000000001,14,53,18,11,4,11,14,37,80,0.46299999999999997,14,33,0.424,7,9,0.778,4,38,27,5,3,19,19
0,0,102,113,38,94,0.40399999999999997,13,44,0.295,13,16,0.813,13,37,21,9,4,12,21,44,79,0.557,10,25,0.4,15,20,0.75,4,41,30,6,10,18,17
1,1,116,98,42,88,0.47700000000000004,17,39,0.436,15,17,0.882,11,45,24,11,5,9,15,38,81,0.469,8,24,0.33299999999999996,14,21,0.667,8,40,24,8,8,11,16
1,1,116,108,41,87,0.47100000000000003,14,37,0.37799999999999995,20,29,0.69,12,46,19,14,3,15,18,40,82,0.488,17,36,0.47200000000000003,11,15,0.733,4,33,31,8,10,19,24
1,1,99,90,36,81,0.444,15,37,0.405,12,18,0.667,8,38,20,10,3,14,15,39,82,0.47600000000000003,7,30,0.233,5,9,0.556,9,42,18,7,4,16,18
0,1,104,97,36,82,0.439,21,51,0.41200000000000003,11,23,0.478,7,43,20,8,3,9,19,35,82,0.42700000000000005,15,35,0.429,12,18,0.667,9,49,24,5,2,13,21
0,0,113,115,36,78,0.462,12,36,0.33299999999999996,29,35,0.8290000000000001,2,35,22,10,2,12,23,44,82,0.537,11,27,0.40700000000000003,16,21,0.762,6,42,36,8,5,15,26
1,1,113,102,32,72,0.444,11,37,0.297,38,49,0.7759999999999999,5,43,17,8,2,12,21,36,85,0.424,8,33,0.242,22,26,0.846,7,43,17,7,2,12,29
1,1,114,107,39,77,0.506,13,35,0.371,23,28,0.821,8,40,17,5,5,12,15,42,83,0.506,15,31,0.484,8,10,0.8,7,33,26,6,4,10,22
0,1,102,91,37,83,0.446,14,42,0.33299999999999996,14,17,0.8240000000000001,7,38,20,10,7,9,16,35,83,0.42200000000000004,6,24,0.25,15,17,0.882,9,46,21,7,5,16,12
0,1,120,88,44,93,0.473,19,51,0.373,13,16,0.813,6,53,28,6,5,8,19,34,87,0.391,8,30,0.267,12,16,0.75,5,47,22,4,3,11,16
0,1,123,113,45,81,0.556,16,33,0.485,17,21,0.81,8,40,16,7,7,11,14,41,85,0.48200000000000004,16,35,0.457,15,17,0.882,10,37,24,8,2,11,17
0,1,109,101,38,74,0.514,12,31,0.387,21,26,0.8079999999999999,4,35,16,8,6,9,16,39,88,0.44299999999999995,13,32,0.406,10,12,0.833,15,41,23,3,3,13,17
1,1,130,104,43,86,0.5,19,41,0.46299999999999997,25,34,0.735,11,48,26,5,7,11,16,42,88,0.47700000000000004,3,28,0.107,17,21,0.81,7,39,25,7,2,10,20
1,1,104,97,34,78,0.436,13,45,0.289,23,33,0.6970000000000001,2,42,15,9,7,9,18,38,93,0.409,10,31,0.32299999999999995,11,16,0.688,12,52,26,6,4,14,25
0,1,126,108,41,83,0.494,22,47,0.46799999999999997,22,29,0.759,9,37,25,1,4,6,23,40,84,0.47600000000000003,6,23,0.261,22,23,0.9570000000000001,9,40,22,3,4,8,20
1,1,100,91,33,83,0.39799999999999996,14,49,0.28600000000000003,20,22,0.909,7,48,19,10,5,13,14,38,87,0.43700000000000006,10,32,0.313,5,8,0.625,9,48,26,8,5,17,20
1,1,120,102,40,83,0.48200000000000004,14,38,0.368,26,30,0.867,14,50,24,6,2,10,17,40,94,0.426,10,26,0.385,12,16,0.75,16,43,19,6,3,10,22
0,1,119,114,39,77,0.506,15,35,0.429,26,32,0.813,11,42,18,7,3,18,23,44,91,0.484,10,29,0.345,16,24,0.667,12,36,33,13,6,13,27
0,1,105,92,36,85,0.424,13,43,0.302,20,24,0.833,10,41,21,11,5,10,21,36,79,0.456,7,23,0.304,13,19,0.684,4,39,17,6,2,16,19
1,1,123,120,39,87,0.44799999999999995,19,49,0.38799999999999996,26,30,0.867,10,40,24,11,5,10,21,44,91,0.484,13,24,0.542,19,21,0.905,10,38,22,6,3,13,21
0,1,122,112,38,72,0.528,17,33,0.515,29,34,0.853,7,37,25,11,7,20,20,46,93,0.495,12,34,0.353,8,11,0.727,12,34,18,12,4,19,28
0,1,110,99,39,82,0.47600000000000003,14,40,0.35,18,27,0.667,12,47,22,9,5,16,21,38,83,0.45799999999999996,9,28,0.321,14,19,0.737,6,38,21,9,3,13,22
0,0,105,108,40,81,0.494,9,27,0.33299999999999996,16,23,0.696,7,36,15,9,3,13,13,41,85,0.48200000000000004,15,38,0.395,11,14,0.7859999999999999,12,42,22,7,2,16,20
0,1,105,82,39,84,0.46399999999999997,17,45,0.37799999999999995,10,14,0.7140000000000001,6,45,21,5,5,11,22,33,94,0.35100000000000003,5,31,0.161,11,18,0.611,17,53,27,5,2,10,18
1,1,109,93,39,80,0.488,13,44,0.295,18,23,0.7829999999999999,9,50,24,6,4,15,24,33,81,0.40700000000000003,11,28,0.39299999999999996,16,23,0.696,7,36,20,5,2,13,17
1,1,101,96,35,90,0.389,12,41,0.293,19,23,0.826,16,50,20,4,9,11,13,44,97,0.45399999999999996,4,18,0.222,4,8,0.5,11,45,16,3,4,9,21
0,1,107,101,39,93,0.419,15,41,0.366,14,18,0.778,13,46,19,8,7,7,19,41,83,0.494,8,24,0.33299999999999996,11,12,0.917,6,40,18,4,8,12,19
0,1,129,120,43,78,0.551,16,35,0.457,27,36,0.75,8,33,28,7,8,11,26,45,86,0.523,10,20,0.5,20,26,0.769,14,41,24,7,1,12,26
0,1,115,111,38,79,0.48100000000000004,19,36,0.528,20,29,0.69,7,38,18,3,4,9,23,40,81,0.494,11,28,0.39299999999999996,20,27,0.741,10,44,20,6,7,8,18
1,1,100,96,35,99,0.354,12,51,0.235,18,28,0.643,12,52,19,9,3,12,19,40,95,0.42100000000000004,6,38,0.158,10,19,0.526,16,66,22,9,5,15,17
1,1,114,91,45,93,0.484,18,47,0.38299999999999995,6,8,0.75,5,48,22,10,8,19,17,38,96,0.396,6,21,0.28600000000000003,9,12,0.75,12,46,19,10,6,16,14
1,1,118,99,44,90,0.489,20,52,0.385,10,11,0.909,6,45,28,7,4,11,12,39,88,0.44299999999999995,11,40,0.275,10,11,0.909,7,45,18,5,2,13,14
1,1,104,103,35,81,0.43200000000000005,14,38,0.368,20,29,0.69,8,39,22,9,7,10,12,41,84,0.488,12,32,0.375,9,13,0.6920000000000001,8,46,23,8,5,17,21
0,0,83,100,26,77,0.33799999999999997,7,31,0.226,24,29,0.828,8,42,12,3,3,9,19,40,81,0.494,6,17,0.353,14,21,0.667,8,48,19,8,8,8,19
