Home,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
1,1,92,85,35,78,0.449,6,19,0.316,16,17,0.941,8,35,21,11,3,18,20,31,76,0.408,7,32,0.21899999999999997,16,24,0.667,14,45,24,8,2,27,24
1,1,110,105,40,88,0.455,8,21,0.381,22,28,0.7859999999999999,12,40,29,10,3,9,17,40,79,0.506,13,25,0.52,12,15,0.8,7,40,22,1,3,20,21
0,0,101,112,39,84,0.46399999999999997,5,23,0.217,18,22,0.818,10,37,17,8,1,14,22,45,88,0.511,9,26,0.34600000000000003,13,19,0.684,11,47,25,6,3,11,18
1,1,109,106,45,87,0.517,5,18,0.278,14,17,0.8240000000000001,12,41,27,15,3,14,18,38,74,0.514,14,33,0.424,16,21,0.762,5,33,25,7,8,18,18
1,1,122,108,44,77,0.5710000000000001,12,25,0.48,22,27,0.815,3,36,30,6,1,5,23,42,86,0.488,10,28,0.35700000000000004,14,21,0.667,10,40,22,3,1,9,19
1,1,117,110,43,81,0.531,10,19,0.526,21,30,0.7,9,33,24,10,4,15,24,43,87,0.494,7,24,0.292,17,24,0.708,12,40,28,7,1,15,23
0,0,105,107,38,88,0.43200000000000005,8,33,0.242,21,26,0.8079999999999999,14,49,19,5,6,15,22,41,87,0.47100000000000003,7,21,0.33299999999999996,18,21,0.857,9,41,18,6,5,15,20
0,1,107,97,43,82,0.524,3,18,0.16699999999999998,18,25,0.72,6,44,23,7,3,10,20,38,95,0.4,6,21,0.28600000000000003,15,19,0.789,17,49,25,4,5,14,18
0,0,96,123,37,79,0.46799999999999997,7,24,0.292,15,18,0.833,5,30,24,2,2,14,21,45,80,0.563,9,25,0.36,24,27,0.889,8,41,29,8,6,11,16
1,1,107,102,40,79,0.506,12,29,0.414,15,20,0.75,7,40,29,7,6,16,16,40,87,0.46,6,20,0.3,16,23,0.696,12,42,27,8,2,13,19
1,1,111,105,38,78,0.48700000000000004,8,22,0.364,27,37,0.73,15,54,21,8,1,18,27,35,79,0.44299999999999995,11,28,0.39299999999999996,24,29,0.828,5,34,24,10,4,13,29
1,1,118,95,47,83,0.5660000000000001,11,22,0.5,13,14,0.929,8,44,28,12,7,19,21,32,74,0.43200000000000005,10,25,0.4,21,25,0.84,6,32,18,9,0,21,16
0,0,91,101,38,87,0.43700000000000006,6,26,0.231,9,12,0.75,7,45,23,9,2,17,21,37,86,0.43,12,39,0.308,15,21,0.7140000000000001,7,41,25,9,9,13,12
0,0,105,113,41,92,0.446,11,30,0.36700000000000005,12,14,0.857,5,38,27,6,7,9,19,37,78,0.474,17,32,0.531,22,24,0.917,2,42,20,4,3,12,21
1,1,112,105,46,79,0.5820000000000001,12,22,0.545,8,9,0.889,5,33,31,3,7,13,18,42,88,0.47700000000000004,7,18,0.389,14,17,0.8240000000000001,12,38,22,6,2,10,15
0,1,107,101,41,84,0.488,10,32,0.313,15,18,0.833,13,49,23,10,4,19,22,37,80,0.46299999999999997,9,23,0.391,18,20,0.9,5,32,25,14,3,16,20
1,1,101,99,42,83,0.506,11,22,0.5,6,9,0.667,7,42,24,8,6,21,24,35,88,0.39799999999999996,10,27,0.37,19,21,0.905,12,44,19,10,2,17,18
0,0,108,117,45,105,0.429,10,26,0.385,8,12,0.667,16,44,28,10,3,7,13,43,85,0.506,17,41,0.415,14,18,0.778,10,45,20,5,7,14,10
1,1,109,93,44,91,0.484,8,17,0.47100000000000003,13,18,0.722,12,50,18,9,2,11,18,36,87,0.414,10,31,0.32299999999999995,11,21,0.524,15,49,20,6,2,16,19
1,1,120,101,42,86,0.488,13,23,0.565,23,25,0.92,12,51,26,10,5,12,18,37,88,0.42,8,26,0.308,19,25,0.76,14,45,22,6,5,15,20
1,1,104,101,36,80,0.45,8,29,0.276,24,26,0.9229999999999999,12,45,27,7,3,11,25,33,83,0.39799999999999996,8,25,0.32,27,34,0.794,17,45,20,8,1,12,20
0,1,113,110,44,88,0.5,13,32,0.406,12,14,0.857,10,40,29,7,5,15,19,42,90,0.467,7,24,0.292,19,22,0.8640000000000001,14,41,20,7,4,10,14
0,0,112,113,39,91,0.429,8,26,0.308,26,33,0.7879999999999999,13,47,23,12,3,11,22,43,87,0.494,11,28,0.39299999999999996,16,22,0.727,13,49,25,9,4,20,27
0,1,109,99,43,80,0.5379999999999999,10,25,0.4,13,17,0.765,5,47,22,5,3,14,23,35,90,0.389,8,32,0.25,21,25,0.84,12,43,24,7,5,8,19
1,1,123,108,48,84,0.5710000000000001,9,20,0.45,18,21,0.857,8,43,21,7,4,15,18,38,84,0.452,10,33,0.303,22,24,0.917,8,32,24,10,3,13,20
0,1,112,86,43,89,0.483,13,31,0.419,13,19,0.684,13,52,26,12,10,18,24,30,83,0.361,9,31,0.29,17,25,0.68,8,41,18,9,8,19,16
0,1,107,94,45,89,0.506,10,21,0.47600000000000003,7,10,0.7,10,45,28,9,3,10,17,38,84,0.452,10,32,0.313,8,15,0.5329999999999999,10,42,25,8,3,14,12
1,1,117,101,49,88,0.557,7,22,0.318,12,15,0.8,9,46,27,4,4,12,25,34,93,0.366,5,24,0.20800000000000002,28,35,0.8,22,51,18,8,2,12,17
1,1,116,108,44,96,0.45799999999999996,12,33,0.364,16,21,0.762,12,45,27,11,6,10,19,40,87,0.46,12,39,0.308,16,22,0.727,12,47,19,6,8,20,23
1,1,105,91,38,83,0.45799999999999996,10,31,0.32299999999999995,19,22,0.8640000000000001,7,46,20,10,6,12,19,37,84,0.44,5,17,0.294,12,22,0.545,9,42,18,4,6,15,16
1,0,135,140,50,99,0.505,12,29,0.414,23,26,0.885,11,43,29,9,5,12,25,49,92,0.5329999999999999,19,38,0.5,23,28,0.821,12,46,31,7,2,20,26
0,1,114,110,40,97,0.41200000000000003,9,25,0.36,25,33,0.758,17,54,21,9,5,12,26,38,91,0.418,9,33,0.273,25,36,0.6940000000000001,15,55,20,6,5,16,24
1,1,112,107,41,88,0.466,10,29,0.345,20,30,0.667,14,46,29,8,4,11,13,45,92,0.489,4,21,0.19,13,15,0.867,10,42,29,3,5,11,22
1,1,120,98,42,73,0.575,13,20,0.65,23,28,0.821,6,40,27,4,9,22,24,34,96,0.354,7,34,0.20600000000000002,23,30,0.767,20,47,16,10,2,15,22
0,1,111,98,43,83,0.518,15,29,0.517,10,15,0.667,8,39,23,5,3,10,19,40,80,0.5,4,18,0.222,14,18,0.778,5,35,21,7,1,11,12
0,0,112,120,38,90,0.42200000000000004,5,24,0.20800000000000002,31,40,0.775,12,43,19,8,6,16,25,43,87,0.494,10,29,0.345,24,30,0.8,8,48,28,9,7,15,26
1,0,92,102,37,87,0.425,8,22,0.364,10,13,0.769,6,28,21,16,1,16,27,34,72,0.47200000000000003,11,24,0.45799999999999996,23,32,0.7190000000000001,9,50,18,10,11,24,19
1,1,112,108,41,91,0.451,12,28,0.429,18,20,0.9,17,46,29,11,6,19,22,39,84,0.46399999999999997,8,29,0.276,22,27,0.815,13,41,28,10,6,19,23
0,1,105,96,40,84,0.47600000000000003,9,25,0.36,16,19,0.8420000000000001,7,44,32,6,6,12,21,33,90,0.36700000000000005,7,20,0.35,23,26,0.885,16,50,11,8,4,11,18
1,0,106,114,34,92,0.37,10,30,0.33299999999999996,28,32,0.875,15,45,23,8,6,11,21,41,81,0.506,11,25,0.44,21,27,0.778,11,51,16,5,9,17,23
1,1,115,114,39,81,0.48100000000000004,14,26,0.5379999999999999,23,25,0.92,10,38,26,9,6,12,16,44,89,0.494,14,35,0.4,12,19,0.632,13,43,16,9,3,14,18
0,1,131,127,41,90,0.456,7,18,0.389,42,53,0.792,9,44,19,15,4,11,21,44,88,0.5,13,27,0.48100000000000004,26,33,0.7879999999999999,9,49,23,5,8,19,32
0,1,123,113,50,88,0.568,11,26,0.423,12,19,0.632,8,43,31,10,0,11,16,46,87,0.529,13,28,0.46399999999999997,8,17,0.47100000000000003,10,39,31,6,2,16,16
0,1,130,122,52,104,0.5,9,26,0.34600000000000003,17,19,0.895,12,52,29,7,5,9,22,44,92,0.478,12,23,0.522,22,28,0.7859999999999999,8,40,27,5,1,10,21
0,1,125,124,47,90,0.522,12,25,0.48,19,28,0.679,9,46,27,5,4,11,20,48,94,0.511,16,32,0.5,12,16,0.75,7,43,26,4,5,14,19
0,0,104,119,36,84,0.429,7,26,0.26899999999999996,25,31,0.8059999999999999,8,38,15,10,2,15,25,45,86,0.523,10,21,0.47600000000000003,19,22,0.8640000000000001,8,46,27,8,7,15,24
1,0,107,112,40,82,0.488,12,30,0.4,15,21,0.7140000000000001,5,42,30,4,1,12,23,40,79,0.506,14,32,0.43799999999999994,18,25,0.72,5,40,24,5,1,10,22
1,1,112,107,46,101,0.455,10,26,0.385,10,12,0.833,13,40,34,5,6,10,17,44,88,0.5,7,27,0.259,12,18,0.667,15,53,28,5,5,18,19
0,0,93,98,29,79,0.36700000000000005,11,33,0.33299999999999996,24,31,0.774,8,44,21,6,7,12,21,35,82,0.42700000000000005,9,24,0.375,19,27,0.7040000000000001,6,41,23,8,8,7,20
0,0,102,110,37,86,0.43,8,35,0.22899999999999998,20,26,0.769,8,39,24,6,4,18,28,40,93,0.43,10,33,0.303,20,28,0.7140000000000001,19,53,19,10,6,13,24
1,1,104,100,38,95,0.4,11,34,0.324,17,23,0.7390000000000001,17,54,23,9,6,19,26,34,86,0.395,8,25,0.32,24,29,0.828,11,44,20,11,5,16,19
1,1,129,108,49,97,0.505,10,26,0.385,21,22,0.955,11,46,29,9,5,10,19,43,82,0.524,3,15,0.2,19,26,0.731,6,38,24,5,4,14,22
0,1,127,115,49,82,0.598,8,18,0.444,21,26,0.8079999999999999,11,40,24,10,4,11,23,41,83,0.494,12,33,0.364,21,27,0.778,11,32,24,6,6,13,18
0,1,119,108,48,94,0.511,6,23,0.261,17,25,0.68,13,41,24,12,3,12,20,43,85,0.506,8,22,0.364,14,16,0.875,11,43,21,6,9,18,19
0,0,124,133,46,93,0.495,13,34,0.382,19,29,0.655,14,43,22,7,0,10,31,47,83,0.5660000000000001,12,30,0.4,27,37,0.73,8,41,27,6,4,10,22
0,0,88,95,35,87,0.402,5,17,0.294,13,16,0.813,14,45,12,8,1,14,23,33,72,0.45799999999999996,10,25,0.4,19,31,0.613,7,42,20,9,7,10,18
0,0,115,139,43,92,0.467,10,27,0.37,19,25,0.76,9,38,28,9,3,14,20,50,88,0.568,16,36,0.444,23,26,0.885,10,44,34,7,10,16,20
1,1,118,111,43,85,0.506,17,34,0.5,15,18,0.833,6,36,31,10,3,12,18,40,79,0.506,12,34,0.353,19,22,0.8640000000000001,9,37,21,5,3,16,17
0,1,106,103,36,74,0.486,14,34,0.41200000000000003,20,28,0.7140000000000001,9,39,17,5,8,13,22,40,95,0.42100000000000004,7,20,0.35,16,21,0.762,20,49,20,9,2,11,19
1,0,103,106,39,81,0.48100000000000004,8,22,0.364,17,22,0.773,12,44,21,7,6,19,24,37,80,0.46299999999999997,7,18,0.389,25,36,0.6940000000000001,8,36,23,13,7,13,19
0,1,105,101,42,83,0.506,7,19,0.368,14,16,0.875,9,48,27,8,5,17,13,43,94,0.457,10,26,0.385,5,5,1.0,6,36,22,9,2,10,18
0,0,102,110,42,87,0.483,7,26,0.26899999999999996,11,14,0.7859999999999999,8,34,18,9,0,10,13,46,88,0.523,8,24,0.33299999999999996,10,12,0.833,14,51,19,2,4,17,13
0,1,117,111,48,94,0.511,9,18,0.5,12,15,0.8,14,50,20,11,6,13,18,38,86,0.442,17,45,0.37799999999999995,18,21,0.857,9,41,27,5,4,15,19
0,0,91,109,36,95,0.379,7,30,0.233,12,14,0.857,6,38,19,11,4,13,29,37,86,0.43,11,36,0.306,24,30,0.8,12,57,17,5,4,21,18
0,0,104,116,32,94,0.34,7,27,0.259,33,36,0.917,16,48,21,6,2,16,25,41,87,0.47100000000000003,11,27,0.40700000000000003,23,34,0.6759999999999999,13,51,27,12,8,18,27
0,0,93,104,36,76,0.474,7,17,0.41200000000000003,14,18,0.778,6,41,14,9,1,20,17,39,85,0.45899999999999996,14,37,0.37799999999999995,12,18,0.667,10,41,21,12,6,19,19
0,0,86,91,32,81,0.395,11,28,0.39299999999999996,11,13,0.846,7,40,22,10,5,10,23,31,86,0.36,7,32,0.21899999999999997,22,29,0.759,18,62,20,5,4,13,15
1,0,100,105,37,89,0.41600000000000004,14,33,0.424,12,12,1.0,11,43,23,7,4,12,21,42,91,0.462,4,20,0.2,17,23,0.7390000000000001,11,46,24,8,4,11,12
1,0,106,117,36,77,0.46799999999999997,13,29,0.44799999999999995,21,26,0.8079999999999999,3,31,27,9,2,16,21,44,81,0.5429999999999999,13,26,0.5,16,21,0.762,5,43,30,9,3,14,27
0,0,109,119,41,94,0.436,8,23,0.348,19,27,0.7040000000000001,12,49,22,11,4,18,28,46,99,0.465,13,35,0.371,14,25,0.56,15,53,36,10,4,16,26
1,0,104,119,39,81,0.48100000000000004,11,33,0.33299999999999996,15,18,0.833,5,41,16,8,8,18,16,42,89,0.47200000000000003,16,47,0.34,19,23,0.826,9,44,28,14,4,12,16
0,1,117,115,41,86,0.47700000000000004,11,25,0.44,24,34,0.706,11,44,24,4,6,17,20,42,96,0.43799999999999994,10,36,0.278,21,23,0.9129999999999999,15,47,27,6,6,13,29
1,0,107,110,39,81,0.48100000000000004,13,26,0.5,16,20,0.8,5,36,24,8,4,14,22,39,81,0.48100000000000004,14,36,0.389,18,22,0.818,7,42,28,3,3,13,21
0,0,104,111,44,89,0.494,8,24,0.33299999999999996,8,11,0.727,11,45,28,11,7,15,21,39,89,0.43799999999999994,12,30,0.4,21,27,0.778,20,51,23,7,5,17,18
0,0,105,106,40,87,0.46,17,36,0.47200000000000003,8,9,0.889,10,36,25,14,1,16,18,41,75,0.547,13,33,0.39399999999999996,11,17,0.647,7,38,31,10,5,19,13
1,0,99,110,37,78,0.474,9,24,0.375,16,20,0.8,6,35,24,7,1,13,19,39,82,0.47600000000000003,16,34,0.47100000000000003,16,20,0.8,9,41,21,9,6,15,22
0,0,85,96,37,85,0.435,8,30,0.267,3,8,0.375,9,38,21,7,7,15,15,40,89,0.449,10,31,0.32299999999999995,6,6,1.0,14,52,29,7,5,18,17
1,0,103,116,40,83,0.48200000000000004,10,29,0.345,13,15,0.867,9,36,26,10,2,15,20,44,76,0.579,15,30,0.5,13,19,0.684,6,33,30,7,4,15,15
1,1,116,104,47,99,0.475,13,31,0.419,9,12,0.75,13,40,30,7,2,9,16,40,79,0.506,12,30,0.4,12,14,0.857,5,38,30,1,9,20,19
1,0,78,112,26,75,0.34700000000000003,6,27,0.222,20,23,0.87,7,32,18,9,1,18,15,46,84,0.5479999999999999,13,32,0.406,7,9,0.778,11,46,31,10,3,16,22
1,0,114,121,41,79,0.519,12,31,0.387,20,24,0.833,8,29,24,9,4,17,20,41,79,0.519,18,39,0.462,21,27,0.778,12,40,30,9,5,19,20
0,1,114,102,47,99,0.475,10,27,0.37,10,14,0.7140000000000001,13,47,18,12,5,8,19,34,82,0.415,17,42,0.405,17,21,0.81,12,46,26,1,8,19,18
1,0,90,110,30,82,0.366,9,30,0.3,21,27,0.778,9,38,18,9,2,18,19,41,85,0.48200000000000004,15,36,0.41700000000000004,13,15,0.867,12,52,29,7,6,22,28
0,0,106,110,40,93,0.43,11,27,0.40700000000000003,15,20,0.75,11,49,25,7,3,17,16,46,98,0.469,6,28,0.214,12,18,0.667,13,52,17,9,7,16,23
1,1,117,110,41,80,0.513,17,33,0.515,18,25,0.72,9,40,33,7,6,12,13,45,92,0.489,13,34,0.382,7,8,0.875,10,39,39,7,2,12,24
0,0,107,111,37,77,0.48100000000000004,9,31,0.29,24,30,0.8,6,35,22,5,4,16,28,39,80,0.488,5,17,0.294,28,34,0.8240000000000001,6,33,16,9,4,12,30
0,0,114,123,43,92,0.467,16,36,0.444,12,13,0.9229999999999999,10,37,26,8,4,10,17,48,86,0.5579999999999999,20,38,0.526,7,10,0.7,6,37,35,5,2,13,18
1,0,91,105,32,70,0.457,11,31,0.355,16,26,0.615,7,34,28,6,6,16,12,41,90,0.456,13,30,0.433,10,12,0.833,14,46,26,10,3,15,23
0,0,94,96,34,77,0.442,12,31,0.387,14,16,0.875,7,35,27,12,5,17,19,36,78,0.462,12,25,0.48,12,17,0.706,10,43,21,12,6,21,24
1,1,110,104,38,83,0.45799999999999996,8,22,0.364,26,31,0.8390000000000001,10,39,25,8,6,12,23,36,79,0.456,7,25,0.28,25,30,0.833,8,42,19,9,6,19,28
1,0,95,105,35,80,0.43799999999999994,8,29,0.276,17,20,0.85,10,42,27,5,6,13,17,40,82,0.488,7,21,0.33299999999999996,18,19,0.9470000000000001,8,37,19,5,5,9,18
0,0,117,120,44,85,0.518,15,32,0.469,14,17,0.8240000000000001,7,27,28,12,3,15,24,44,82,0.537,13,25,0.52,19,31,0.613,15,40,24,11,5,19,18
1,1,112,107,42,75,0.56,10,24,0.41700000000000004,18,22,0.818,6,38,29,5,2,15,19,43,85,0.506,9,33,0.273,12,15,0.8,7,30,31,8,3,10,17
1,1,113,99,41,94,0.436,11,37,0.297,20,29,0.69,16,53,28,7,7,11,21,35,81,0.43200000000000005,9,24,0.375,20,26,0.769,9,40,24,6,5,13,24
0,0,98,111,38,88,0.43200000000000005,9,24,0.375,13,20,0.65,14,48,21,6,7,18,15,46,105,0.43799999999999994,13,37,0.35100000000000003,6,8,0.75,19,51,22,9,15,11,22
1,1,104,89,40,89,0.449,14,30,0.467,10,15,0.667,13,45,29,12,3,13,16,36,85,0.424,7,25,0.28,10,13,0.769,15,46,19,9,8,20,18
0,0,103,104,36,87,0.414,10,31,0.32299999999999995,21,25,0.84,17,40,18,11,3,16,22,39,77,0.506,7,22,0.318,19,27,0.7040000000000001,11,47,24,7,4,21,22
0,0,89,110,30,83,0.361,8,26,0.308,21,25,0.84,11,39,14,7,5,16,16,43,80,0.5379999999999999,13,30,0.433,11,14,0.7859999999999999,6,44,30,11,5,15,20
0,0,113,132,41,94,0.436,12,34,0.353,19,23,0.826,10,37,22,5,4,15,16,48,86,0.5579999999999999,16,36,0.444,20,25,0.8,6,49,32,13,6,18,25
0,0,107,108,38,96,0.396,10,37,0.27,21,29,0.7240000000000001,19,56,20,9,8,14,26,38,85,0.447,9,18,0.5,23,34,0.6759999999999999,14,47,16,10,9,16,25
0,1,110,97,40,80,0.5,12,27,0.444,18,18,1.0,6,44,25,6,4,16,23,38,95,0.4,9,37,0.243,12,20,0.6,14,40,27,13,6,12,18
1,0,105,110,37,80,0.46299999999999997,11,28,0.39299999999999996,20,26,0.769,8,46,21,6,3,18,25,40,87,0.46,13,34,0.382,17,26,0.654,13,43,29,8,1,14,24
1,1,102,99,40,86,0.465,9,25,0.36,13,14,0.929,11,50,23,8,2,15,23,37,87,0.425,8,22,0.364,17,20,0.85,8,37,24,12,5,9,13
1,1,94,93,37,89,0.41600000000000004,10,40,0.25,10,13,0.769,12,43,32,5,3,10,22,35,80,0.43799999999999994,10,27,0.37,13,19,0.684,9,43,27,5,6,12,20
1,0,97,113,35,92,0.38,11,48,0.22899999999999998,16,23,0.696,9,45,27,5,4,13,21,40,80,0.5,14,32,0.43799999999999994,19,21,0.905,4,48,31,8,1,16,23
1,1,104,90,40,83,0.48200000000000004,12,26,0.462,12,12,1.0,10,44,24,8,5,17,24,33,76,0.434,4,15,0.267,20,28,0.7140000000000001,7,39,20,8,6,16,15
1,0,93,108,37,94,0.39399999999999996,7,21,0.33299999999999996,12,17,0.706,12,47,19,8,9,16,21,39,89,0.43799999999999994,14,36,0.389,16,25,0.64,12,52,25,10,12,17,22
0,0,110,121,37,79,0.46799999999999997,15,30,0.5,21,25,0.84,6,39,23,6,5,20,26,40,88,0.455,13,34,0.382,28,32,0.875,11,43,25,13,8,11,25
1,0,104,129,38,88,0.43200000000000005,12,43,0.27899999999999997,16,21,0.762,11,32,24,2,4,12,15,49,85,0.5760000000000001,18,32,0.563,13,14,0.929,7,38,40,7,6,12,21
1,1,105,100,39,79,0.494,13,34,0.382,14,16,0.875,8,44,27,8,8,21,18,39,83,0.47,7,19,0.368,15,18,0.833,7,35,24,15,5,13,18
1,0,110,123,39,77,0.506,12,32,0.375,20,22,0.909,4,29,26,5,4,9,16,46,90,0.511,17,32,0.531,14,18,0.778,12,42,29,6,1,10,21
0,0,110,119,34,80,0.425,11,31,0.355,31,34,0.912,4,36,21,6,4,12,18,45,89,0.506,11,24,0.45799999999999996,18,20,0.9,7,42,26,8,3,11,23
0,1,99,96,35,87,0.402,15,33,0.455,14,19,0.737,13,44,25,6,3,16,12,41,94,0.436,5,23,0.217,9,15,0.6,16,48,16,10,8,15,16
1,1,108,82,42,83,0.506,8,25,0.32,16,21,0.762,8,36,29,13,5,13,16,34,79,0.43,4,22,0.182,10,13,0.769,9,37,23,7,5,25,24
0,0,98,100,37,87,0.425,12,30,0.4,12,18,0.667,9,46,25,4,7,17,23,36,84,0.429,9,29,0.31,19,22,0.8640000000000001,8,36,20,10,6,13,22
1,0,107,123,37,83,0.446,16,44,0.364,17,19,0.895,6,42,20,4,4,12,18,46,86,0.535,15,35,0.429,16,24,0.667,6,43,31,8,4,9,17
1,1,118,115,38,78,0.48700000000000004,10,29,0.345,32,37,0.865,4,35,27,10,3,13,26,38,83,0.45799999999999996,13,33,0.39399999999999996,26,33,0.7879999999999999,12,40,30,6,4,15,28
0,0,92,97,33,86,0.384,12,35,0.34299999999999997,14,20,0.7,14,50,21,7,6,12,14,38,88,0.43200000000000005,8,25,0.32,13,17,0.765,14,48,23,6,10,10,18
0,0,98,104,38,89,0.42700000000000005,6,33,0.182,16,19,0.8420000000000001,8,43,25,9,4,11,21,35,83,0.42200000000000004,13,33,0.39399999999999996,21,25,0.84,10,47,26,3,5,16,18
0,0,93,116,37,82,0.451,7,31,0.226,12,19,0.632,6,40,14,9,7,22,20,48,101,0.475,9,28,0.321,11,13,0.846,15,57,30,17,3,17,20
1,0,104,123,36,96,0.375,8,36,0.222,24,34,0.706,8,41,21,14,3,11,17,47,90,0.522,15,33,0.455,14,19,0.737,10,59,28,8,6,23,23
1,0,109,114,38,86,0.442,15,35,0.429,18,20,0.9,3,35,21,10,2,19,21,42,79,0.532,11,31,0.355,19,22,0.8640000000000001,2,35,33,12,5,18,20
1,1,113,112,43,94,0.457,17,33,0.515,10,12,0.833,9,49,23,7,5,16,18,46,92,0.5,11,26,0.423,9,15,0.6,5,41,33,6,6,14,19
0,0,90,106,34,80,0.425,6,21,0.28600000000000003,16,21,0.762,12,44,22,8,6,21,25,34,88,0.386,10,36,0.278,28,33,0.848,17,45,25,12,8,12,21
0,0,87,112,34,82,0.415,10,33,0.303,9,10,0.9,6,35,21,11,4,18,13,45,91,0.495,14,28,0.5,8,10,0.8,9,49,21,11,3,16,16
1,0,122,129,42,82,0.512,19,40,0.475,19,22,0.8640000000000001,5,42,32,2,5,15,14,48,98,0.49,17,37,0.45899999999999996,16,19,0.8420000000000001,13,47,31,10,4,5,24
1,0,107,119,37,87,0.425,13,31,0.419,20,24,0.833,13,47,26,5,5,15,25,42,89,0.47200000000000003,16,35,0.457,19,25,0.76,9,38,27,9,11,7,21
1,0,117,129,42,90,0.467,16,36,0.444,17,26,0.654,6,46,30,5,2,11,27,46,87,0.529,17,33,0.515,20,30,0.667,6,45,30,3,3,10,21
0,0,117,122,39,85,0.45899999999999996,12,36,0.33299999999999996,27,28,0.9640000000000001,8,44,23,7,4,19,25,41,86,0.47700000000000004,11,25,0.44,29,32,0.9059999999999999,9,44,31,12,8,12,24
0,1,99,94,38,94,0.40399999999999997,9,33,0.273,14,19,0.737,11,52,21,7,3,13,23,33,89,0.371,6,34,0.17600000000000002,22,25,0.88,12,51,16,8,8,16,22
0,0,90,105,33,84,0.39299999999999996,12,36,0.33299999999999996,12,18,0.667,6,40,19,7,2,12,10,43,93,0.462,10,21,0.47600000000000003,9,9,1.0,12,51,28,8,9,13,18
0,0,94,106,37,84,0.44,11,32,0.344,9,20,0.45,5,44,24,5,5,11,14,42,93,0.452,12,30,0.4,10,11,0.909,10,46,28,8,6,7,17
0,0,99,118,39,88,0.44299999999999995,11,40,0.275,10,11,0.909,7,45,18,5,2,13,14,44,90,0.489,20,52,0.385,10,11,0.909,6,45,28,7,4,11,12
0,0,114,126,41,77,0.532,13,27,0.48100000000000004,19,23,0.826,4,37,26,10,2,20,22,48,90,0.5329999999999999,13,30,0.433,17,21,0.81,7,37,33,9,1,13,20
1,1,94,88,41,85,0.48200000000000004,11,36,0.306,1,1,1.0,5,52,33,0,3,14,15,33,96,0.344,10,36,0.278,12,13,0.9229999999999999,11,41,19,8,6,5,10
0,0,98,101,37,88,0.42,13,33,0.39399999999999996,11,15,0.733,12,49,24,10,1,15,15,41,91,0.451,8,33,0.242,11,13,0.846,11,46,22,10,8,14,16
1,0,86,115,33,90,0.36700000000000005,9,30,0.3,11,17,0.647,10,48,20,5,6,15,16,42,94,0.447,17,38,0.447,14,17,0.8240000000000001,10,54,23,9,10,11,17
0,1,103,97,38,79,0.48100000000000004,11,33,0.33299999999999996,16,23,0.696,7,50,24,5,5,18,22,35,87,0.402,9,25,0.36,18,23,0.7829999999999999,9,45,18,8,4,12,15
0,1,112,106,43,86,0.5,15,35,0.429,11,14,0.7859999999999999,5,37,23,7,4,13,19,42,82,0.512,9,23,0.391,13,20,0.65,10,41,33,9,6,12,18
1,0,113,121,41,98,0.418,13,37,0.35100000000000003,18,26,0.6920000000000001,8,39,27,10,3,10,24,43,87,0.494,17,37,0.45899999999999996,18,30,0.6,11,54,29,7,8,18,22
0,0,99,102,36,88,0.409,8,32,0.25,19,25,0.76,9,46,24,11,4,10,24,38,83,0.45799999999999996,5,22,0.22699999999999998,21,25,0.84,9,50,19,3,4,17,25
1,0,100,108,39,91,0.429,11,28,0.39299999999999996,11,21,0.524,11,43,23,12,2,12,27,38,76,0.5,7,21,0.33299999999999996,25,30,0.833,6,45,19,6,4,15,22
0,1,102,92,35,84,0.41700000000000004,10,29,0.345,22,32,0.688,14,55,16,4,5,19,24,35,92,0.38,10,32,0.313,12,16,0.75,14,47,20,7,4,16,30
1,1,110,89,37,75,0.493,14,29,0.483,22,27,0.815,5,41,26,11,7,12,24,36,85,0.424,1,12,0.083,16,25,0.64,11,43,20,8,2,14,17
0,1,96,89,33,78,0.423,11,30,0.36700000000000005,19,22,0.8640000000000001,6,45,21,7,4,15,14,35,77,0.455,11,25,0.44,8,14,0.5710000000000001,2,37,22,6,3,16,20
0,1,96,90,34,81,0.42,6,23,0.261,22,26,0.846,11,41,15,11,5,12,14,34,79,0.43,7,31,0.226,15,16,0.938,6,40,17,6,9,19,23
1,1,108,94,42,88,0.47700000000000004,11,31,0.355,13,16,0.813,15,54,24,10,6,13,22,36,87,0.414,12,26,0.462,10,20,0.5,12,40,24,8,4,11,14
1,1,113,86,40,82,0.488,17,41,0.415,16,19,0.8420000000000001,16,52,30,10,3,16,19,35,81,0.43200000000000005,6,20,0.3,10,12,0.833,7,26,24,10,5,15,18
0,1,101,94,36,84,0.429,13,28,0.46399999999999997,16,24,0.667,11,49,23,6,2,10,14,35,87,0.402,13,35,0.371,11,14,0.7859999999999999,11,48,20,4,7,12,18
